County Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,Cannon,Carroll,Carter,Cheatham,Chester,Claiborne,Clay,Cocke,Coffee,Crockett,Cumberland,Davidson,Decatur,Dekalb,Dickson,Dyer,Fayette,Fentress,Franklin,Gibson,Giles,Grainger,Greene,Grundy,Hamblen,Hamilton,Hancock,Hardeman,Hardin,Hawkins,Haywood,Henderson,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,Lake,Lauderdale,Lawrence,Lewis,Lincoln,Loudon,Macon,Madison,Marion,Marshall,Maury,McMinn,McNairy,Meigs,Monroe,Montgomery,Moore,Morgan,Obion,Overton,Perry,Pickett,Polk,Putnam,Rhea,Roane,Robertson,Rutherford,Scott,Sequatchie,Sevier,Shelby,Smith,Stewart,Sullivan,Sumner,Tipton,Trousdale,Unicoi,Union,Van Buren,Warren,Washington,Wayne,Weakley,White,Williamson,Wilson
Lake,295.290397,178.906350,81.499158,245.018515,314.164366,272.175883,297.139352,194.948305,63.306933,409.763021,134.032665,80.016879,324.274565,219.885412,356.454152,199.877628,41.086550,252.040980,151.267773,205.549546,92.436573,119.693302,19.570263,78.712996,253.637111,207.296536,39.043106,158.416867,332.957180,370.254972,220.904265,346.669584,255.293553,348.621912,82.808126,107.411532,364.038381,53.233448,77.625384,66.318610,118.588209,98.901971,97.872932,212.467417,337.508913,424.718702,310.612278,0.000000,40.414589,140.603020,124.985063,182.492880,292.255851,194.143081,62.134030,232.415326,163.911643,143.852761,279.922890,95.539680,267.766424,299.550742,117.815416,189.931496,270.139785,19.237070,233.896871,103.085934,245.897502,290.935439,223.074317,260.194392,279.341251,146.309327,175.011056,277.450663,237.987599,335.323003,82.586194,196.920372,92.678572,399.550054,168.820883,59.700144,185.571405,393.568427,314.687527,229.953859,212.396179,389.194658,121.839087,43.234240,226.966776,147.915049,178.699389
Lauderdale,304.651557,178.796135,89.936564,248.463237,319.812975,271.563493,309.040556,199.928230,67.655160,420.509939,146.221990,61.715488,336.682356,234.271254,364.470527,200.432578,27.745654,259.549354,161.530716,213.030132,86.039632,129.893966,23.925829,40.757486,265.664683,203.346774,42.314300,150.956618,343.651354,380.178502,220.967628,356.889451,254.283411,361.158855,52.405100,90.088344,375.890368,22.981063,70.053175,84.043887,120.876437,112.849673,105.541191,224.721476,346.410860,436.476275,318.913105,40.414589,0.000000,131.128434,121.014770,176.353983,298.036380,208.922104,45.650332,229.653314,162.106863,143.549194,282.408643,72.331257,270.856323,302.695352,135.276788,186.780769,279.627824,49.258925,245.737049,99.668425,259.859218,290.671499,232.628623,264.132992,286.053551,162.705542,180.063003,289.730609,238.533035,342.053735,42.463976,207.976899,112.271809,411.754290,183.476615,19.503923,198.700461,403.083566,325.515401,234.221641,216.011716,399.952505,109.631692,63.061855,233.974963,153.215533,188.569109
Lawrence,189.827679,56.577235,69.924324,126.028591,197.858283,143.183080,199.365277,85.370583,78.934825,304.361117,74.118605,70.049816,226.642910,138.607001,244.982357,76.739483,106.306785,143.816423,74.134913,102.329454,48.166663,64.365876,127.296587,113.908356,159.622295,73.683088,101.687819,20.383274,229.709276,263.551379,95.015517,241.532552,125.898189,250.326344,90.128355,44.528298,263.091005,109.237711,63.459240,92.173326,40.685778,75.956556,60.725827,124.592732,228.977019,321.837208,201.410217,140.603020,131.128434,0.000000,22.092186,45.833138,177.039838,119.472012,85.565904,100.292469,39.537283,32.900584,157.170200,65.970992,146.830973,177.729892,88.355001,58.654438,166.566218,125.890477,141.418109,39.266704,159.458927,162.267629,124.206084,141.668356,167.171265,94.983387,69.926364,182.235445,112.375498,221.114580,140.987079,107.672992,92.047098,298.581182,101.065049,134.356055,106.734224,285.162271,212.636236,114.172344,96.380560,284.319989,22.193640,105.165102,119.472686,54.412530,89.492441
Lewis,188.915703,58.131275,49.407403,128.609519,200.582292,150.555653,196.412505,82.616132,61.850313,304.664026,55.534089,63.418567,224.073070,129.776830,246.593252,79.762336,94.447287,142.839881,59.486031,98.147558,34.977051,43.603382,113.668310,110.567884,154.779029,82.990141,86.923936,34.209201,228.717101,263.899821,100.042678,241.214419,133.287510,248.227590,87.314085,45.063414,261.832563,100.669957,51.009203,71.610665,19.083815,53.866918,38.829172,116.834171,229.523053,321.573582,201.823860,124.985063,121.014770,22.092186,0.000000,57.508425,179.109204,108.152038,75.774758,108.932494,41.130161,24.175688,161.852966,65.000258,150.609502,182.282863,67.235709,66.008825,164.641807,108.898974,135.590978,22.036317,152.633255,169.658581,119.596690,144.385909,168.023994,77.197662,64.174121,178.262327,117.637077,223.375564,137.267952,99.402998,69.960546,297.642120,86.949327,127.240278,95.625297,286.180331,211.079247,115.138445,96.829532,284.325787,25.877871,86.749016,117.513368,41.846881,79.854412
Lincoln,150.199187,26.798896,104.951855,84.042665,154.567589,97.648872,162.124749,54.846893,119.325092,262.450978,82.260374,115.752761,188.464079,113.618683,202.250517,37.733855,150.756237,105.421070,71.897902,71.860941,91.337703,81.885840,170.804586,159.528414,126.281358,28.068060,144.295063,25.520344,189.627283,221.818764,51.760542,200.617553,80.447608,211.295646,135.770497,90.149264,222.989809,154.794761,107.293336,126.400917,67.579510,101.275393,91.127404,98.567524,187.314687,280.373838,160.163769,182.492880,176.353983,45.833138,57.508425,0.000000,134.517810,101.453222,130.703693,54.612447,24.750756,42.860622,112.848206,111.499798,103.288722,133.317966,103.671972,16.365292,128.706985,166.271731,110.603328,79.453725,129.486808,116.664876,92.403808,99.141423,125.990755,96.927524,49.445402,146.818473,68.328552,178.010425,186.588591,84.451813,117.138252,257.900777,92.045415,180.155816,89.753684,242.713212,173.412135,74.570391,58.836959,242.786390,68.014802,143.643082,83.689730,54.851921,72.048315
Loudon,27.243458,121.469276,211.364209,51.011715,21.912690,50.568614,47.057438,98.164873,232.182621,127.944547,159.218260,242.523682,63.331290,88.863123,67.946984,100.389382,270.487865,41.210226,141.442209,86.782737,213.179085,172.599193,286.224670,289.323166,56.460395,107.854347,259.177574,157.481538,58.366343,87.411058,82.773974,67.234319,61.357111,81.622829,265.741552,220.901438,90.551428,279.114126,228.638565,226.535120,177.180488,193.963453,194.910025,87.379437,53.116534,145.989331,27.536883,292.255851,298.036380,177.039838,179.109204,134.517810,0.000000,109.406407,254.052714,84.742595,138.943871,155.311119,27.436772,242.226244,32.044149,20.442215,179.192353,119.173012,33.456153,273.429094,68.893632,199.026464,71.023473,44.094729,71.850709,35.444852,14.179787,152.785535,118.135796,49.080248,66.634621,44.272137,316.212546,98.550832,203.690548,124.201207,130.155790,306.038450,112.536818,108.260899,46.484628,64.009306,82.324565,108.434992,198.403672,249.114866,65.359200,145.260440,114.929572
Macon,104.599458,74.695250,119.050282,78.604991,129.959648,114.801989,103.550399,50.037317,141.399666,216.220066,62.848734,164.566939,130.292241,25.742364,166.120719,72.009568,181.496338,69.064737,49.957996,39.342365,133.688804,79.578667,192.359844,211.756094,60.608525,95.203341,167.006122,108.345224,139.927951,177.527947,80.555083,153.909399,104.539143,154.552049,190.479625,152.701658,170.136469,194.272277,146.008365,128.191580,95.973156,96.523972,104.103198,22.063186,146.351228,230.726351,121.116634,194.143081,208.922104,119.472012,108.152038,101.453222,109.406407,0.000000,170.405336,99.231840,84.737500,86.930778,108.977026,170.995247,96.944973,123.562530,76.374769,88.349022,80.366205,174.906155,41.987745,120.199192,51.757307,128.101550,39.257210,87.850549,95.245730,47.904168,52.785924,83.798607,86.817943,147.736340,236.566803,19.640587,101.639557,205.483487,25.519174,221.246841,12.737915,201.001760,121.750742,65.497267,60.288837,195.731090,133.733818,151.475870,51.908059,66.395574,30.693361
Madison,262.013499,133.826059,53.621196,203.986148,275.707662,226.176436,267.600347,156.305114,33.292399,378.029177,107.817589,18.043391,295.343787,195.041155,321.036951,155.476296,22.045052,216.403466,121.256081,170.287909,40.968514,90.930456,44.801311,43.082629,224.632146,157.742304,27.339446,105.315200,301.424267,337.461518,175.816519,314.388353,208.874449,319.764217,29.044520,46.412485,334.082442,25.062322,25.483627,58.297240,77.725315,78.235966,66.589125,184.301114,303.386421,394.416595,275.758867,62.134030,45.650332,85.565904,75.774758,130.703693,254.052714,170.405336,0.000000,184.098801,116.902310,98.886758,237.559650,33.642140,226.191223,257.944887,101.836320,141.271499,237.199786,54.620766,204.806846,55.029211,220.022516,245.301191,190.639516,219.724577,242.446070,126.796003,136.715516,248.630018,193.411824,298.231041,66.231623,167.120526,83.187500,369.988722,145.490492,52.142511,159.285358,360.123861,283.440654,190.069448,171.776611,357.538950,64.341447,48.134888,190.821895,110.480349,147.322434
Marion,105.115650,54.112690,151.924368,39.893280,102.956810,43.083622,120.616768,53.031764,169.235146,211.745604,113.380088,169.832639,144.362025,98.275480,150.900666,35.685134,203.362131,66.651464,97.032408,59.917559,143.796440,120.141174,222.359118,214.123281,94.645417,26.609385,195.356867,79.909233,142.484861,171.692564,18.769029,151.973113,26.055817,165.296601,190.356994,144.729818,175.197108,208.576030,159.860444,171.602516,114.040136,142.049111,136.332266,84.975574,137.751269,230.135457,111.874688,232.415326,229.653314,100.292469,108.932494,54.612447,84.742595,99.231840,184.098801,0.000000,68.550700,88.571670,60.189496,166.103135,52.703005,80.157308,136.522105,42.926088,88.336443,215.087145,86.007251,130.823562,103.324151,62.055307,70.207704,51.368903,79.238491,119.083712,66.510959,109.425709,20.521264,126.371627,241.189394,79.664032,156.122571,208.876530,103.766948,234.335064,92.203882,191.428243,128.104751,40.276311,38.946329,192.734959,122.482377,191.409097,55.833824,89.085371,80.465493
Marshall,150.580017,17.486720,83.984863,88.096294,160.176172,109.541892,159.836114,45.916227,100.691301,265.596202,57.590720,104.030269,187.148260,101.173613,206.741306,38.839137,135.354930,104.481286,48.390439,63.054842,76.074735,57.474651,153.899127,150.419293,120.260492,43.669568,126.843522,23.882907,190.483419,224.774452,58.914463,202.505777,92.320820,210.898112,126.803306,82.110890,223.826554,141.767761,92.061560,104.567093,45.966928,77.595973,69.040212,86.645251,190.243340,282.882905,162.590738,163.911643,162.106863,39.537283,41.130161,24.750756,138.943871,84.737500,116.902310,68.550700,0.000000,20.291550,120.840420,103.337852,109.770130,141.317764,78.933618,26.177358,127.103963,146.772131,102.384780,62.617090,120.707515,128.616675,84.907213,103.869795,128.467420,73.198501,32.371473,142.726438,76.512514,183.191609,177.365059,70.420286,93.155935,259.415507,71.152760,168.217182,72.251609,246.677330,173.273683,75.351710,57.268791,245.434172,59.749126,123.350095,79.955246,30.283401,54.206988
Maury,164.749630,35.441364,63.693798,105.099424,176.888847,128.853878,172.302888,58.444938,80.755472,280.534332,44.486704,87.393630,199.943737,107.146105,222.633231,56.973490,116.426676,118.690148,41.513878,74.054004,57.932208,39.936024,134.320050,134.704295,130.893885,63.959874,107.169878,28.741085,204.543534,239.783618,77.753943,217.060896,111.763119,224.075170,111.488354,68.694844,237.657304,123.922771,73.619575,84.365781,25.675379,58.437234,48.851524,93.695803,205.438388,297.410967,177.742113,143.852761,143.549194,32.900584,24.175688,42.860622,155.311119,86.930778,98.886758,88.571670,20.291550,0.000000,138.859489,89.056012,127.353837,159.162515,63.118029,46.465681,140.467920,126.566750,111.888696,43.925805,129.256086,147.828178,95.608394,120.840052,144.030460,63.789473,40.157919,154.258403,95.208430,199.550557,161.341723,76.403351,74.398090,273.466617,68.194358,150.751839,74.212892,262.120993,186.904705,91.302101,72.986689,260.180968,47.734261,103.074821,93.340593,21.573636,57.374446
McMinn,53.344067,103.737000,198.442443,35.089518,42.889706,23.143158,72.474093,85.292500,218.225861,151.687444,149.792208,224.833969,90.721862,93.421647,90.770960,82.092280,255.224352,42.114039,131.818961,78.186557,196.609153,161.372192,272.326301,270.727516,68.302952,85.179903,245.120101,137.068422,85.452278,111.940483,62.247278,93.344085,35.144502,108.805929,246.981810,201.586890,116.930545,262.512562,212.437571,215.398588,162.423610,183.372876,182.050039,87.467516,78.605592,170.188519,54.734554,279.922890,282.408643,157.170200,161.852966,112.848206,27.436772,108.977026,237.559650,60.189496,120.840420,138.859489,0.000000,223.036109,12.580152,20.561796,171.363271,98.536055,49.072906,261.522495,73.790266,182.760177,82.342917,21.713392,69.725991,21.419389,29.691363,147.063170,105.021691,69.600045,44.794773,66.220692,297.773933,94.183832,194.744826,149.522811,125.758927,289.052122,108.961476,131.270828,73.875127,50.510498,67.539833,132.939809,179.058750,237.235149,58.374902,132.016056,106.941313
McNairy,253.421479,120.824039,67.722512,191.281087,263.315018,209.083839,261.357796,147.295137,55.449151,368.836391,111.685465,17.237533,288.988008,193.837466,310.069578,141.875681,54.672797,207.276206,121.111045,163.108049,39.075435,95.410438,77.463732,48.037950,219.763903,139.513283,60.366386,86.293942,293.294907,328.022234,160.810715,305.581486,191.821680,313.082929,24.333562,21.454197,326.511998,49.362521,34.500734,81.186468,75.075666,90.174766,74.344560,181.391475,293.523488,385.979403,265.847449,95.539680,72.331257,65.970992,65.000258,111.499798,242.226244,170.995247,33.642140,166.103135,103.337852,89.056012,223.036109,0.000000,212.503937,243.597699,112.670091,124.591975,229.383133,88.003419,200.503668,51.115669,217.305257,228.139387,184.596342,207.016789,231.782353,132.919733,129.163556,243.261790,178.254155,286.438454,75.088987,163.921782,100.138926,362.255430,147.809420,70.780304,158.844967,350.007608,275.792220,178.672402,160.509780,348.606091,43.979137,78.011854,182.157183,105.887012,144.223353
Meigs,54.164729,92.493188,186.319534,22.753225,51.278891,24.912781,71.825460,72.956654,206.288651,159.578902,137.277145,213.793850,93.070192,82.484992,99.045900,70.931606,243.573786,31.942311,119.300163,65.607635,185.223057,149.004432,260.414047,260.015006,60.278363,76.163679,233.220650,126.930265,89.982983,119.247575,51.866153,99.270236,30.295691,113.004631,236.311349,191.082116,122.520148,251.190076,200.973164,203.063729,150.576009,170.964523,169.902475,75.672490,85.114502,177.791091,59.252260,267.766424,270.856323,146.830973,150.609502,103.288722,32.044149,96.944973,226.191223,52.703005,109.770130,127.353837,12.580152,212.503937,0.000000,31.894068,158.796827,88.402073,43.928812,249.301237,63.294720,171.279638,73.656805,31.676989,57.769903,9.094480,28.282048,134.499438,92.779972,65.551590,34.997784,74.728567,287.022373,81.769394,182.228857,156.226601,113.270268,277.849616,96.567252,139.568860,76.438536,38.054007,55.391061,140.291735,168.540187,224.997973,45.937699,119.854858,94.340354
Monroe,46.764043,124.152585,218.137635,54.569217,24.956625,39.585165,66.596183,104.632228,238.175129,132.615751,168.379436,245.333539,79.276781,105.170768,71.682602,102.526219,275.442451,54.568554,150.408926,96.044034,216.982694,180.552348,292.302972,291.281751,75.089318,105.552914,265.111599,157.617160,71.012088,93.626442,82.803358,76.853345,54.483527,94.276390,267.538531,222.148628,100.501821,282.919994,232.772371,234.647125,182.469981,202.411143,201.707264,101.576305,61.698660,151.313816,41.929193,299.550742,302.695352,177.729892,182.282863,133.317966,20.442215,123.562530,257.944887,80.157308,141.317764,159.162515,20.561796,243.597699,31.894068,0.000000,189.456909,119.091365,52.711778,281.028439,85.067446,203.083392,89.693209,27.009447,84.657428,39.450328,31.831944,164.269280,124.539746,69.500646,65.354600,47.224278,318.325356,110.488455,213.280497,131.587170,142.309988,309.507496,125.041375,111.926374,62.817411,69.627848,87.244516,114.441313,199.620137,256.711975,75.261050,151.664036,124.849738
Montgomery,179.099430,85.274470,48.225628,136.556583,200.839071,168.969743,179.702121,87.656748,69.589872,292.410012,23.149893,101.201793,206.634329,102.108998,240.668011,100.837298,108.716339,138.076275,40.224778,93.416085,73.842962,24.067052,117.021101,144.860842,136.357693,117.500941,92.962639,91.505408,215.831330,253.322903,120.301368,229.693698,153.858035,230.921894,126.719259,100.245989,246.456540,123.475868,80.828424,52.297893,48.166450,23.608970,38.342323,95.457961,221.279420,307.081588,195.006823,117.815416,135.276788,88.355001,67.235709,103.671972,179.192353,76.374769,101.836320,136.522105,78.933618,63.118029,171.363271,112.670091,158.796827,189.456909,0.000000,101.436865,154.130103,98.583611,116.860431,64.702139,128.128381,186.220543,107.859626,150.318856,165.571840,28.495549,70.286755,159.964812,134.906523,220.703617,167.251090,81.092974,25.291458,281.854394,51.246683,149.496566,68.484443,276.743333,197.581923,121.063313,105.858077,271.879924,89.712171,75.456972,114.388806,49.619112,64.929536
Moore,134.118298,16.801612,110.159080,68.376814,139.601535,85.045268,145.809800,39.851788,126.653602,246.992873,78.807105,127.332337,172.237290,98.611707,187.060363,21.395562,160.436479,89.129880,65.604545,56.358429,100.876515,81.811891,179.516041,172.431778,110.007631,17.495716,152.573552,38.552074,173.665351,206.282307,36.541638,184.842505,67.719267,195.181934,148.656449,103.138108,207.056437,165.853824,116.939739,130.621327,72.139445,102.815781,95.106007,83.541244,171.730361,264.789219,144.432770,189.931496,186.780769,58.654438,66.008825,16.365292,119.173012,88.349022,141.271499,42.926088,26.177358,46.465681,98.536055,124.591975,88.402073,119.091365,101.436865,0.000000,112.404868,172.907025,94.631362,87.925131,113.533542,104.181602,76.414902,83.729948,110.190966,90.343105,38.675887,130.453578,53.746158,162.970426,199.506553,70.397544,117.933413,242.107635,82.010495,191.829910,77.305720,227.433820,157.295994,58.328703,42.484030,227.203390,80.651174,149.525668,67.356931,51.856108,60.293768
Morgan,25.163287,110.025617,190.800511,48.485815,50.934236,68.754399,33.436400,82.088296,212.480229,140.907746,136.107144,227.454527,60.119021,57.462292,86.545713,91.391133,251.886475,23.294362,119.088861,66.934689,197.031621,150.977934,265.862143,275.027534,23.152465,105.525104,239.260733,148.518472,64.241380,100.584122,79.215806,77.267179,71.959733,83.811434,251.940111,208.584716,97.197682,262.127666,211.748778,203.857575,159.476421,171.237890,174.572876,59.089033,67.369529,157.241584,40.936740,270.139785,279.627824,166.566218,164.641807,128.706985,33.456153,80.366205,237.199786,88.336443,127.103963,140.467920,49.072906,229.383133,43.928812,52.711778,154.130103,112.404868,0.000000,251.029215,38.423966,182.747115,37.621099,70.450000,47.179953,39.469814,21.037609,126.479634,100.799503,21.829291,67.839371,67.370877,301.449533,73.298219,179.224974,133.041901,103.401642,289.319379,85.794526,123.661015,46.439103,54.199116,70.584120,120.376258,186.568490,226.926878,47.257615,126.739857,92.085438
Obion,276.172667,161.291024,63.405280,226.548012,295.329898,254.298127,277.919489,176.396359,47.148620,390.554791,114.931701,71.260033,305.042507,200.648500,337.391239,182.021627,37.616231,233.092920,132.265451,186.674945,78.079474,100.830050,25.379376,81.545190,234.424520,190.354004,27.725050,142.813961,313.764151,351.082605,203.054069,327.490927,237.533697,329.387022,79.983466,96.584243,344.810711,54.044503,64.569486,47.172083,101.051774,79.808089,79.594433,193.264544,318.398181,405.488131,291.553101,19.237070,49.258925,125.890477,108.898974,166.271731,273.429094,174.906155,54.620766,215.087145,146.772131,126.566750,261.522495,88.003419,249.301237,281.028439,98.583611,172.907025,251.029215,0.000000,214.697251,87.367892,226.660446,272.954652,203.998782,241.627534,260.436008,127.076286,156.521646,258.226534,219.993598,316.370498,91.185616,177.781142,73.469606,380.315730,149.585887,68.475413,166.357036,374.408419,295.494468,211.403712,193.983245,369.988937,108.490208,24.331019,208.100811,129.527731,159.634677
Overton,62.672843,87.061194,156.060007,51.900048,88.628039,85.668231,63.437786,56.880603,178.148019,175.877021,100.261598,196.645496,90.969530,20.110166,124.266289,73.594556,218.034337,31.676228,84.208569,39.467728,165.738496,115.987833,230.709279,244.365956,19.930438,93.715813,204.562354,125.711338,99.074017,136.486078,70.387657,112.864228,80.686690,115.446097,221.925965,180.536690,130.422761,229.411075,179.614486,167.600694,127.565564,135.207239,140.200008,21.439296,104.618691,191.128745,79.130631,233.896871,245.737049,141.418109,135.590978,110.603328,68.893632,41.987745,204.806846,86.007251,102.384780,111.888696,73.790266,200.503668,63.294720,85.067446,116.860431,94.631362,38.423966,214.697251,0.000000,151.594755,18.904123,94.836869,18.216727,54.754496,54.769099,88.792805,71.897627,43.994499,67.591441,105.784688,270.199141,37.777098,142.108098,166.180228,65.713323,256.616507,48.410709,159.889628,80.805799,45.746785,53.545741,155.302745,159.462118,190.830479,30.370207,95.086241,57.829525
Perry,207.406908,79.132494,31.739591,148.999909,220.678869,172.157657,213.716382,101.402266,40.219319,323.398437,60.722066,45.050861,241.463634,143.594347,266.087834,100.764660,72.743123,161.614233,70.242696,115.826033,14.285489,44.857793,91.646626,92.773379,171.216918,104.991186,64.892313,55.462814,246.984883,282.751316,121.351028,259.793801,154.935728,265.799328,70.553521,35.707794,279.840218,80.088708,29.694175,53.624375,24.300324,45.130364,27.890013,131.747750,248.572928,339.978804,220.913928,103.085934,99.668425,39.266704,22.036317,79.453725,199.026464,120.199192,55.029211,130.823562,62.617090,43.925805,182.760177,51.115669,171.279638,203.083392,64.702139,87.925131,182.747115,87.367892,151.594755,0.000000,167.703547,191.224359,136.630656,164.724548,187.479691,82.213201,82.001240,195.056166,138.894546,243.214861,118.814675,114.324821,59.299236,315.730903,96.721494,107.052649,108.242828,305.306885,229.113028,135.040266,116.748163,302.952295,28.091865,65.980380,136.067451,56.530383,94.381241
Pickett,57.437521,105.710828,169.930625,66.824291,87.914024,97.715463,52.486455,75.529012,192.210772,164.778317,113.673277,212.691658,78.652317,26.019673,117.254649,92.491427,232.275510,42.199193,98.792183,58.103913,181.700871,130.004234,243.857700,260.327316,14.612357,112.392646,218.206417,144.199727,89.132717,126.733563,88.527740,103.238941,95.259006,102.828257,238.228312,197.684411,118.517538,244.352283,195.081721,179.890926,143.483081,148.005536,154.482657,35.962526,97.162996,179.026649,74.397201,245.897502,259.859218,159.458927,152.633255,129.486808,71.023473,51.757307,220.022516,103.324151,120.707515,129.256086,82.342917,217.305257,73.656805,89.693209,128.128381,113.533542,37.621099,226.660446,18.904123,167.703547,0.000000,104.019271,37.120305,66.114320,57.896353,99.646074,89.627790,32.963745,84.097977,101.615424,285.821784,53.420171,153.382781,153.751861,77.136998,271.487000,61.160600,150.208319,71.245123,63.166513,72.320138,144.369334,176.967808,203.179813,48.508707,111.474116,73.609400
Polk,71.324790,112.398334,209.564394,50.565236,51.639110,19.136877,91.077332,98.731252,228.346823,156.854370,163.939376,231.508087,105.982444,114.151820,96.450069,91.099546,263.967159,63.256954,146.130849,94.544651,204.635595,174.162143,282.134225,276.147442,90.015225,88.626364,254.959418,141.890512,98.017475,119.040380,70.120949,103.484174,36.462336,121.259088,252.374645,206.748528,127.057630,269.986059,220.654899,227.698862,172.487763,196.343952,193.389823,107.128924,88.269014,175.746830,68.708457,290.935439,290.671499,162.267629,169.658581,116.664876,44.094729,128.101550,245.301191,62.055307,128.616675,147.828178,21.713392,228.139387,31.676989,27.009447,186.220543,104.181602,70.450000,272.954652,94.836869,191.224359,104.019271,0.000000,89.133739,40.612536,50.269892,163.370399,117.585349,90.368320,52.961511,72.564202,303.219043,112.060511,208.691471,157.128819,143.014482,296.010152,126.866100,135.857977,89.350592,65.710754,80.500397,139.525562,184.441515,248.836060,76.447472,143.816287,122.772669
Putnam,72.335790,69.176981,143.631689,40.947097,93.204757,76.903392,77.085835,39.090360,165.364121,187.899389,89.073638,181.586638,104.833365,28.461234,133.394460,55.399070,204.882974,30.695478,71.921781,21.876665,150.879545,103.799908,218.684031,229.292548,35.438831,75.867361,192.108575,107.981276,111.023010,147.724258,53.494236,124.319387,68.832736,129.188774,206.525478,164.282596,143.457326,215.469858,165.258755,156.839586,112.973417,124.190701,127.430339,18.046812,114.486880,203.908598,87.562328,223.074317,232.628623,124.206084,119.596690,92.403808,71.850709,39.257210,190.639516,70.207704,84.907213,95.608394,69.725991,184.596342,57.769903,84.657428,107.859626,76.414902,47.179953,203.998782,18.216727,136.630656,37.120305,89.133739,0.000000,48.682914,57.947777,80.989275,55.451723,58.665668,53.353483,112.869213,255.443667,26.809627,132.716714,179.362256,58.306671,242.685677,40.717205,170.839020,92.909589,30.806599,35.626169,167.332707,142.843680,179.846440,14.972306,80.221564,44.832116
Rhea,53.752547,86.445992,178.837426,15.782622,56.312137,31.602340,69.901074,65.246218,199.078686,163.317495,129.017073,207.731686,92.999120,73.687968,103.369208,65.143354,236.737458,23.956480,111.038962,56.970626,178.771757,141.104031,253.212947,254.286429,53.296246,72.827972,226.050008,122.048963,91.546488,122.680930,47.380921,101.781033,32.498654,114.109479,230.648165,185.652459,124.607587,244.762770,194.407113,195.200744,143.547024,162.963894,162.391500,66.604563,88.205853,181.245489,61.337315,260.194392,264.132992,141.668356,144.385909,99.141423,35.444852,87.850549,219.724577,51.368903,103.869795,120.840052,21.419389,207.016789,9.094480,39.450328,150.318856,83.729948,39.469814,241.627534,54.754496,164.724548,66.114320,40.612536,48.682914,0.000000,27.903482,125.727092,85.206051,61.295614,31.877854,79.455117,281.233176,72.770485,173.948053,159.024162,104.342813,271.550923,87.555333,143.705163,76.753440,30.243874,48.171299,143.661785,163.132015,217.305298,36.955698,112.375416,85.732982
Roane,26.044457,110.994352,198.728130,41.987350,35.278774,51.505521,43.664150,86.175571,219.788657,137.194189,145.926273,231.409700,65.223863,74.783512,78.615813,90.469098,258.425735,27.506780,128.257034,73.804076,201.700612,159.648180,273.725230,278.505960,43.285055,100.341511,246.763188,148.020410,63.845525,96.380484,74.427847,74.651818,58.501050,86.235663,255.042447,210.577545,97.085368,267.501896,216.982163,213.437014,165.191599,180.812864,182.299769,73.231505,61.810459,154.727642,34.276274,279.341251,286.053551,167.171265,168.023994,125.990755,14.179787,95.245730,242.446070,79.238491,128.467420,144.030460,29.691363,231.782353,28.282048,31.831944,165.571840,110.190966,21.037609,260.436008,54.769099,187.479691,57.896353,50.269892,57.947777,27.903482,0.000000,138.935274,105.990687,40.106669,59.710484,56.107859,305.284452,84.721366,190.205956,131.923866,116.213388,294.529903,98.563494,118.235672,48.866434,53.115715,71.299561,117.174086,188.173120,236.148203,52.420719,132.957099,101.538481
Robertson,151.290806,73.546467,73.708699,112.954613,174.193085,147.098284,151.347043,66.956500,95.878417,264.050759,21.857423,123.663775,178.191270,73.626613,212.912973,84.158576,135.692640,111.576134,25.042467,68.985011,93.990814,37.510019,145.151250,169.340565,108.113551,104.183861,120.475475,91.844237,187.581880,225.124776,101.401571,201.493411,133.173635,202.455595,149.654838,117.471710,218.028156,149.602654,103.868374,80.605017,60.137355,49.866603,60.479709,67.498194,193.379058,278.629712,167.414304,146.309327,162.705542,94.983387,77.197662,96.927524,152.785535,47.904168,126.796003,119.083712,73.198501,63.789473,147.063170,132.919733,134.499438,164.269280,28.495549,90.343105,126.479634,127.076286,88.792805,82.213201,99.646074,163.370399,80.989275,125.727092,138.935274,0.000000,53.503858,131.599141,114.076785,193.449107,192.885712,54.234728,53.737320,253.386432,23.097268,176.133374,40.698694,248.571189,169.353204,97.662271,84.447680,243.538314,102.544293,103.841092,89.035855,43.648266,40.937749
